match_id,odds_p_home,odds_p_draw
3895302,0.7913043478260869,0.13565217391304346
3895292,0.16562812334192958,0.21994496748639608
3895333,0.2968388589051658,0.27139552814186585
3895340,0.22519656132407379,0.21843546363997918
3895348,0.7346938775510204,0.15918367346938778
3895286,0.7936507936507936,0.12698412698412698
3895220,0.09938837920489296,0.1452599388379205
3895250,0.78031212484994,0.14645858343337334
3895266,0.7205779366776013,0.16667280970107995
3895275,0.15854770503220061,0.21969658895916944
3895180,0.6983240223463686,0.18994413407821228
3895134,0.18882801015635442,0.2098089001737271
3895121,0.7397444519166108,0.17350369872225962
3895107,0.7101928819304333,0.17173755144863206
3895074,0.5769230769230769,0.2115384615384615
3895139,0.7361963190184049,0.15828220858895706
3895086,0.7755791985681615,0.14557024957740877
3895320,0.5492019871049572,0.22883416129373213
3895309,0.3743842364532019,0.251231527093596
3895258,0.10512611879576893,0.19918633034987795
3895244,0.11895780672759089,0.16550651370795255
3895232,0.35868795720915597,0.24824982301581053
3895210,0.7333822254816987,0.17201146743116208
3895202,0.3967517401392111,0.2505800464037123
3895194,0.17840375586854462,0.1971830985915493
3895182,0.8168266285480907,0.11946089442515825
3895167,0.32611264277274515,0.26270185112248917
3895158,0.5878712871287128,0.21163366336633663
3895153,0.14743263853584138,0.19166243009659378
3895113,0.21945293518300807,0.23755780233560622
3895095,0.16567406605305904,0.21169463995668653
3895067,0.7865168539325843,0.1348314606741573
3895060,0.24666666666666667,0.24666666666666667
3895052,0.3888834331729352,0.26465678090935874
3890561,0.2938513768389287,0.24745379102225576
3890505,0.8479138627187078,0.10646029609690442
3890511,0.6363636363636365,0.2272727272727273
3890515,0.4603234298608499,0.27754795035727714
3890411,0.44155844155844154,0.2792207792207792
3890397,0.5223880597014926,0.26865671641791045
3890401,0.8168266285480907,0.11946089442515825
3890396,0.6072187370353144,0.2269841469393913
3890384,0.7936507936507936,0.12698412698412698
3890385,0.5958549222797929,0.2383419689119171
3890282,0.4767025089605735,0.27240143369175623
3890287,0.8485931219294327,0.10093791871371147
3890269,0.33081285444234404,0.2722117202268431
3890268,0.46400294605045106,0.27177315411526415
3890402,0.3634475597092419,0.27310488058151605
3890564,0.4767025089605735,0.27240143369175623
3890563,0.6340391980175715,0.2196440639783735
3890562,0.7217101392429888,0.16191410080407923
3890560,0.27149321266968324,0.25339366515837103
3890559,0.8774082709534912,0.08614553932997915
3890558,0.46400294605045106,0.2642238998342846
3890557,0.4751131221719458,0.2533936651583711
3890556,0.41470311027332707,0.23845428840716304
3890555,0.5446293494704992,0.264750378214826
3890554,0.3420982023074859,0.2554333243895895
3890553,0.1369624658215262,0.20183942331593338
3890552,0.4527177959791511,0.2501861504095309
3890551,0.35451770209729216,0.28152876343020267
3890550,0.49868766404199477,0.25065616797900264
3890549,0.5609973285841497,0.2270703472840606
3890548,0.06307269395235185,0.13515577275503968
3890547,0.2804889172671714,0.25430995165556874
3890546,0.46400294605045106,0.2642238998342846
3890545,0.5275084060230983,0.25320403489108717
3890544,0.5287356321839081,0.26436781609195403
3890543,0.249746878164023,0.23725953425582186
3890542,0.6983240223463686,0.18994413407821228
3890541,0.6818181818181818,0.19090909090909092
3890540,0.5875440658049352,0.25381903642773207
3890539,0.38247011952191234,0.298804780876494
3890538,0.38902743142144636,0.2932668329177058
3890537,0.33060831930752577,0.28853089685020433
3890536,0.5902192242833053,0.22765598650927488
3890535,0.5275084060230983,0.25320403489108717
3890534,0.31654676258992803,0.2877697841726619
3890533,0.10606060606060605,0.2121212121212121
3890532,0.4992827177367116,0.28047940908150565
3890531,0.48989457444073026,0.28948315762406784
3890530,0.19961114711600778,0.22575070209548498
3890529,0.3661058743984409,0.2719643638388418
3890528,0.7137192704203014,0.18080888183980967
3890527,0.4543429844097996,0.28062360801781744
3890526,0.8090614886731391,0.12729234088457386
3890525,0.37281553398058254,0.29708737864077667
3890524,0.40106951871657753,0.2807486631016043
3890523,0.38118811881188125,0.2722772277227723
3890522,0.3888834331729352,0.26465678090935874
3890521,0.6997667444185273,0.18127290903032325
3890520,0.17330837122225196,0.23829901043059643
3890519,0.3028768233387358,0.28889789303079416
3890518,0.22332666365455367,0.23449299683728136
3890517,0.2944881889763779,0.27716535433070866
3890516,0.1566003616636528,0.21699819168173598
3890514,0.4569015166058744,0.2754847379535419
3890513,0.43029595015576316,0.27842679127725856
3890512,0.40822528363047,0.28889789303079416
3890510,0.517875474669351,0.2632533662902535
3890509,0.40177519440735215,0.28976514020893884
3890508,0.34069400630914826,0.3123028391167192
3890507,0.7913043478260869,0.13565217391304346
3890506,0.2796610169491525,0.288135593220339
3890504,0.30709067810068286,0.2929172621883437
3890503,0.4543429844097996,0.28062360801781744
3890502,0.47058823529411764,0.29411764705882354
3890501,0.14631673800405498,0.2196440639783735
3890500,0.40812223562525135,0.268194611982308
3890499,0.42285270112708895,0.27982899339292655
3890498,0.661129263749351,0.2198674687757657
3890497,0.5151610291323099,0.2647355288596593
3890496,0.46444121915820036,0.29753265602322204
3890495,0.0852723426758329,0.18759915388683238
3890494,0.40106951871657753,0.2807486631016043
3890493,0.3883495145631068,0.27184466019417475
3890492,0.5717651950932151,0.2546261002148451
3890491,0.6983240223463686,0.18994413407821228
3890490,0.2711119602598395,0.28754298815437523
3890489,0.8479138627187078,0.10646029609690442
3890488,0.6067809651932196,0.2200106501970796
3890487,0.34010564811052413,0.30719219829337663
3890486,0.28062360801781744,0.26503340757238314
3890485,0.31872509960159356,0.298804780876494
3890484,0.39215686274509803,0.29411764705882354
3890483,0.33067806646819764,0.30721059078335783
3890482,0.5446293494704992,0.264750378214826
3890481,0.3067869752844252,0.27971753628874063
3890480,0.39616613418530355,0.2971246006389776
3890479,0.38247011952191234,0.298804780876494
3890478,0.5496094879953717,0.25021695111368236
3890477,0.32907857997606704,0.2891902672516953
3890476,0.49799419006778256,0.2642135841748513
3890475,0.48504446240905413,0.2522231204527081
3890474,0.8479138627187078,0.10646029609690442
3890473,0.5151610291323099,0.2647355288596593
3890472,0.6627466613514053,0.20091688259916285
3890471,0.46676300578034685,0.2518063583815029
3890470,0.5151610291323099,0.2647355288596593
3890469,0.4266970907016543,0.28237307472903594
3890468,0.11906893464637423,0.20053715308863027
3890467,0.3788187372708758,0.3054989816700611
3890466,0.22777640975129282,0.255109578921448
3890465,0.29731830547998445,0.27982899339292655
3890464,0.8077654086342655,0.13616616888406188
3890463,0.25339366515837103,0.27149321266968324
3890462,0.3530351437699681,0.2803514376996806
3890461,0.3956834532374101,0.31654676258992803
3890460,0.6180910495661476,0.23641982645905146
3890459,0.4543429844097996,0.28062360801781744
3890458,0.10606060606060605,0.2121212121212121
3890457,0.4552980132450331,0.2897350993377484
3890456,0.2785145888594165,0.27055702917771884
3890455,0.44113461720899344,0.25291718053315626
3890454,0.36319612590799033,0.28945630640545894
3890453,0.8837525492861998,0.07953772943575799
3890452,0.39471577261809454,0.27862289831865494
3890451,0.3458980044345898,0.28824833702882485
3890450,0.49799419006778256,0.2642135841748513
3890449,0.4505119453924914,0.28668941979522183
3890448,0.417910447761194,0.26865671641791045
3890447,0.28668941979522183,0.26279863481228666
3890446,0.07234631350069183,0.15675034591816564
3890445,0.5524619634322796,0.2654886657605121
3890444,0.20076481835564056,0.25430210325047803
3890443,0.43374642516682554,0.2726406101048618
3890442,0.8325171400587659,0.11165523996082272
3890441,0.4545454545454546,0.27272727272727276
3890440,0.49868766404199477,0.25065616797900264
3890439,0.329314093694406,0.2808855505040522
3890438,0.38247011952191234,0.298804780876494
3890437,0.47482014388489213,0.2877697841726619
3890436,0.3827160493827161,0.30864197530864196
3890435,0.14631673800405498,0.2196440639783735
3890434,0.3458980044345898,0.28824833702882485
3890433,0.3533568904593639,0.26501766784452296
3890432,0.3883495145631068,0.27184466019417475
3890431,0.18079096045197737,0.22598870056497172
3890430,0.5546995377503853,0.2357473035439137
3890429,0.600404620505123,0.2356588135482608
3890428,0.8814413018209996,0.07322743122820613
3890427,0.7619047619047619,0.15873015873015872
3890426,0.49281314168377827,0.2669404517453799
3890425,0.3772968558595345,0.2858309514087382
